Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month from,Year from,Month to,Year to,Customer (#{lang}),Customer (int),Customer Anonymized (#{lang}),Customer Anonymized (int),Description (#{lang}),Description (int),Long description (#{lang}),Long description (int),Industry (#{lang}),Industry (int),Project type (#{lang}),Project type (int),Percent allocated,Project extent (individual hours),Project extent (hours),Project extent total (hours),Project extent,Project extent (currency),Project extent total,Project extent total (currency),Project area,Project area (unit),Highlighted
Marcus Wright,int:Marcus Wright,int:Associate Python Developer,marcus.wright@mail.test,marcuswright,ext_d779b7f8,d779b7f8,cv_d779b7f8,+1-930-234-1990,5517405468,1969,Data Engineering,United Kingdom,Swedish,5f758dd6,e8851d68,2025-11-16,2024-05-05,11,2016,2,2021,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Advisory,Implementation,99,156,494,399,Hours,GBP,123079,NOK,500,sqm,False
Mary Johnston,int:Mary Johnston,int:Consultant Scrum Master,mary.johnston@example.com,maryjohnston,ext_27d1fc94,27d1fc94,cv_27d1fc94,(554)359-6063,(997)310-2481,2000,Delivery Management,United Kingdom,British,3c0bceff,fee65b43,2026-01-31,2026-01-29,9,2022,8,2026,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Implementation,24,34,971,730,Budget,SEK,75665,NOK,1000,sqm,False
Stephanie Key,int:Stephanie Key,int:Consultant Solution Architect,stephanie.key@example.com,stephaniekey,ext_61604b50,61604b50,cv_61604b50,452.942.1495x511,874-472-1970x546,2000,Architecture,India,Norwegian,e905de68,88a3ed0a,2026-01-15,2025-11-20,11,2017,7,2018,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Implementation,Implementation,99,15,225,959,Hours,EUR,98410,GBP,700,sqm,False
Stephanie Key,int:Stephanie Key,int:Consultant Solution Architect,stephanie.key@example.com,stephaniekey,ext_61604b50,61604b50,cv_61604b50,452.942.1495x511,874-472-1970x546,2000,Architecture,India,Norwegian,27c75e32,bc24f581,2024-06-10,2025-09-19,4,2015,9,2016,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Advisory,43,179,717,1417,Budget,GBP,62353,NOK,600,sqm,False
Stephanie Key,int:Stephanie Key,int:Consultant Solution Architect,stephanie.key@example.com,stephaniekey,ext_61604b50,61604b50,cv_61604b50,452.942.1495x511,874-472-1970x546,2000,Architecture,India,Norwegian,407cb434,12b0101f,2025-10-20,2024-10-13,12,2012,5,2016,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Implementation,Implementation,99,138,602,478,Hours,GBP,42063,NOK,600,sqm,True
Stephanie Key,int:Stephanie Key,int:Consultant Solution Architect,stephanie.key@example.com,stephaniekey,ext_61604b50,61604b50,cv_61604b50,452.942.1495x511,874-472-1970x546,2000,Architecture,India,Norwegian,f78400cd,80fe18c1,2024-10-29,2026-01-07,8,2017,10,2022,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Advisory,Implementation,90,91,243,382,Budget,EUR,61969,SEK,900,sqm,False
Stephanie Key,int:Stephanie Key,int:Consultant Solution Architect,stephanie.key@example.com,stephaniekey,ext_61604b50,61604b50,cv_61604b50,452.942.1495x511,874-472-1970x546,2000,Architecture,India,Norwegian,db29d04f,29a43de6,2024-06-14,2024-05-17,9,2014,8,2016,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Advisory,Advisory,50,37,769,1426,Budget,GBP,48170,NOK,500,sqm,False
Emily Adams,int:Emily Adams,int:Senior Python Developer,emily.adams@example.com,emilyadams,ext_b56e613c,b56e613c,cv_b56e613c,258.595.5168x740,001-880-921-4629x613,1975,Data Engineering,India,Polish,4d43d3fe,a03d4a0f,2025-12-15,2025-06-10,2,2019,4,2023,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Implementation,12,13,218,331,Budget,NOK,83843,EUR,500,sqm,False
Emily Adams,int:Emily Adams,int:Senior Python Developer,emily.adams@example.com,emilyadams,ext_b56e613c,b56e613c,cv_b56e613c,258.595.5168x740,001-880-921-4629x613,1975,Data Engineering,India,Polish,201e254c,4039e6e3,2024-12-13,2024-06-15,5,2014,4,2014,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Implementation,49,154,577,918,Hours,EUR,192408,SEK,600,sqm,False
Emily Adams,int:Emily Adams,int:Senior Python Developer,emily.adams@example.com,emilyadams,ext_b56e613c,b56e613c,cv_b56e613c,258.595.5168x740,001-880-921-4629x613,1975,Data Engineering,India,Polish,c942f484,df2909f2,2025-05-25,2026-01-14,7,2022,11,2026,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Implementation,Advisory,34,65,678,941,Budget,NOK,126101,NOK,200,sqm,False
Emily Adams,int:Emily Adams,int:Senior Python Developer,emily.adams@example.com,emilyadams,ext_b56e613c,b56e613c,cv_b56e613c,258.595.5168x740,001-880-921-4629x613,1975,Data Engineering,India,Polish,8102d279,e3f58666,2025-04-04,2024-06-22,1,2019,11,2021,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Implementation,99,104,683,1584,Budget,SEK,180117,SEK,400,sqm,True
Emily Adams,int:Emily Adams,int:Senior Python Developer,emily.adams@example.com,emilyadams,ext_b56e613c,b56e613c,cv_b56e613c,258.595.5168x740,001-880-921-4629x613,1975,Data Engineering,India,Polish,168ae9f2,115a7539,2025-12-10,2025-02-11,4,2024,4,2025,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Advisory,Implementation,87,144,926,1569,Hours,NOK,217567,NOK,200,sqm,False
Emily Adams,int:Emily Adams,int:Senior Python Developer,emily.adams@example.com,emilyadams,ext_b56e613c,b56e613c,cv_b56e613c,258.595.5168x740,001-880-921-4629x613,1975,Data Engineering,India,Polish,48e62605,6e666957,2025-08-01,2024-08-15,8,2019,3,2023,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Advisory,26,63,512,1881,Budget,GBP,98845,GBP,700,sqm,True
Billy Avila,int:Billy Avila,int:Principal MLOps Engineer,billy.avila@mail.test,billyavila,ext_d3b883fa,d3b883fa,cv_d3b883fa,+1-815-777-8711x21663,955-297-3714,1987,Data Engineering,USA,Swedish,e669272f,db0aad7b,2024-09-16,2024-11-11,8,2013,11,2015,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Advisory,Advisory,45,22,161,419,Hours,GBP,212864,GBP,300,sqm,False
Billy Avila,int:Billy Avila,int:Principal MLOps Engineer,billy.avila@mail.test,billyavila,ext_d3b883fa,d3b883fa,cv_d3b883fa,+1-815-777-8711x21663,955-297-3714,1987,Data Engineering,USA,Swedish,6e8568b6,60ebc798,2025-09-06,2025-02-12,8,2016,10,2017,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Advisory,18,144,272,1615,Hours,EUR,178982,SEK,500,sqm,False
Billy Avila,int:Billy Avila,int:Principal MLOps Engineer,billy.avila@mail.test,billyavila,ext_d3b883fa,d3b883fa,cv_d3b883fa,+1-815-777-8711x21663,955-297-3714,1987,Data Engineering,USA,Swedish,2d174cae,ef399212,2025-01-10,2024-10-20,10,2019,7,2021,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Implementation,Advisory,63,136,434,1850,Hours,NOK,224818,SEK,600,sqm,False
Thomas Pearson,int:Thomas Pearson,int:Senior Analytics Engineer,thomas.pearson@example.org,thomaspearson,ext_24c837e3,24c837e3,cv_24c837e3,+1-827-223-5909,(467)330-3064x421,1974,Data Engineering,Ireland,Danish,eb275c93,67e9326b,2024-05-26,2025-01-10,6,2024,6,2026,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Implementation,Advisory,53,63,127,140,Budget,EUR,61338,NOK,500,sqm,True
Thomas Pearson,int:Thomas Pearson,int:Senior Analytics Engineer,thomas.pearson@example.org,thomaspearson,ext_24c837e3,24c837e3,cv_24c837e3,+1-827-223-5909,(467)330-3064x421,1974,Data Engineering,Ireland,Danish,275bb6e6,42976f00,2024-08-10,2025-10-06,3,2014,6,2017,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Advisory,53,175,741,432,Hours,NOK,140565,EUR,500,sqm,False
Thomas Pearson,int:Thomas Pearson,int:Senior Analytics Engineer,thomas.pearson@example.org,thomaspearson,ext_24c837e3,24c837e3,cv_24c837e3,+1-827-223-5909,(467)330-3064x421,1974,Data Engineering,Ireland,Danish,cb2227c0,d5f0166d,2025-02-14,2025-05-23,3,2018,11,2020,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Implementation,16,80,174,107,Hours,GBP,247113,EUR,100,sqm,False
Thomas Pearson,int:Thomas Pearson,int:Senior Analytics Engineer,thomas.pearson@example.org,thomaspearson,ext_24c837e3,24c837e3,cv_24c837e3,+1-827-223-5909,(467)330-3064x421,1974,Data Engineering,Ireland,Danish,e0ffb966,0cef17e3,2026-01-30,2024-04-30,6,2014,3,2017,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Implementation,57,18,156,1274,Budget,SEK,40727,GBP,700,sqm,True
Thomas Pearson,int:Thomas Pearson,int:Senior Analytics Engineer,thomas.pearson@example.org,thomaspearson,ext_24c837e3,24c837e3,cv_24c837e3,+1-827-223-5909,(467)330-3064x421,1974,Data Engineering,Ireland,Danish,1a3236f3,13c23835,2026-04-02,2025-01-26,1,2024,6,2024,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Advisory,Advisory,26,65,506,612,Hours,NOK,37127,NOK,100,sqm,True
Brenda Walters,int:Brenda Walters,int:Senior ML Engineer,brenda.walters@mail.test,brendawalters,ext_7c3f429f,7c3f429f,cv_7c3f429f,499-925-5027,816-448-0727x91033,1977,AI/ML,USA,Danish,5f8dfb04,22e32b18,2026-02-28,2025-06-03,8,2021,7,2024,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Advisory,Implementation,87,106,584,1308,Budget,EUR,17199,GBP,900,sqm,False
Brenda Walters,int:Brenda Walters,int:Senior ML Engineer,brenda.walters@mail.test,brendawalters,ext_7c3f429f,7c3f429f,cv_7c3f429f,499-925-5027,816-448-0727x91033,1977,AI/ML,USA,Danish,44ea7030,4b2c54b7,2024-05-08,2025-08-30,2,2017,5,2018,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Finance,int:Implementation,Advisory,31,52,246,1249,Hours,GBP,171978,GBP,900,sqm,True
Brenda Walters,int:Brenda Walters,int:Senior ML Engineer,brenda.walters@mail.test,brendawalters,ext_7c3f429f,7c3f429f,cv_7c3f429f,499-925-5027,816-448-0727x91033,1977,AI/ML,USA,Danish,1bc10f90,983ecc1b,2025-10-17,2024-09-27,8,2023,5,2026,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Advisory,Implementation,25,36,165,1751,Budget,NOK,181157,GBP,300,sqm,True
Brenda Walters,int:Brenda Walters,int:Senior ML Engineer,brenda.walters@mail.test,brendawalters,ext_7c3f429f,7c3f429f,cv_7c3f429f,499-925-5027,816-448-0727x91033,1977,AI/ML,USA,Danish,6ac34812,ebd1d999,2025-10-17,2025-11-03,4,2015,6,2019,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Implementation,Advisory,45,150,797,1348,Hours,GBP,117416,NOK,500,sqm,True
Travis Davis,int:Travis Davis,int:Consultant Python Developer,travis.davis@example.org,travisdavis,ext_8b814786,8b814786,cv_8b814786,+1-663-353-3905x504,001-477-966-5586x851,1992,Data Engineering,United Kingdom,Polish,9dd8ff48,f559699e,2025-03-24,2025-05-06,2,2014,7,2017,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Advisory,95,107,179,1618,Hours,NOK,91754,EUR,700,sqm,True
Travis Davis,int:Travis Davis,int:Consultant Python Developer,travis.davis@example.org,travisdavis,ext_8b814786,8b814786,cv_8b814786,+1-663-353-3905x504,001-477-966-5586x851,1992,Data Engineering,United Kingdom,Polish,6f7962a5,4deb99af,2024-05-26,2024-06-08,10,2012,7,2013,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Advisory,Implementation,89,179,524,1038,Budget,GBP,12781,SEK,600,sqm,False
Travis Davis,int:Travis Davis,int:Consultant Python Developer,travis.davis@example.org,travisdavis,ext_8b814786,8b814786,cv_8b814786,+1-663-353-3905x504,001-477-966-5586x851,1992,Data Engineering,United Kingdom,Polish,aae99738,0f354dc2,2025-09-24,2025-06-27,4,2024,8,2024,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Advisory,50,110,849,581,Budget,SEK,186498,EUR,800,sqm,True
Travis Davis,int:Travis Davis,int:Consultant Python Developer,travis.davis@example.org,travisdavis,ext_8b814786,8b814786,cv_8b814786,+1-663-353-3905x504,001-477-966-5586x851,1992,Data Engineering,United Kingdom,Polish,af2ced3c,e8e1c075,2024-10-30,2025-04-24,2,2024,8,2024,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Advisory,Implementation,26,165,245,1992,Hours,SEK,153204,GBP,200,sqm,False
Travis Davis,int:Travis Davis,int:Consultant Python Developer,travis.davis@example.org,travisdavis,ext_8b814786,8b814786,cv_8b814786,+1-663-353-3905x504,001-477-966-5586x851,1992,Data Engineering,United Kingdom,Polish,58762024,ff47b22a,2024-11-18,2025-02-13,7,2017,2,2020,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Advisory,Advisory,84,153,321,581,Hours,NOK,144683,SEK,400,sqm,False
Michael Cook,int:Michael Cook,int:Senior Backend Engineer,michael.cook@example.org,michaelcook,ext_b02fcc28,b02fcc28,cv_b02fcc28,(352)389-2866x46491,909-261-7981,2002,Software Engineering,Australia,British,42f1b14e,67dc5629,2025-04-08,2024-06-23,11,2015,2,2018,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Implementation,Advisory,63,95,344,204,Budget,NOK,58867,SEK,800,sqm,False
Michael Cook,int:Michael Cook,int:Senior Backend Engineer,michael.cook@example.org,michaelcook,ext_b02fcc28,b02fcc28,cv_b02fcc28,(352)389-2866x46491,909-261-7981,2002,Software Engineering,Australia,British,bc961ba1,f6a15903,2025-02-09,2024-05-29,4,2012,12,2016,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Implementation,Implementation,97,38,321,1747,Hours,GBP,127853,SEK,800,sqm,True
Michael Cook,int:Michael Cook,int:Senior Backend Engineer,michael.cook@example.org,michaelcook,ext_b02fcc28,b02fcc28,cv_b02fcc28,(352)389-2866x46491,909-261-7981,2002,Software Engineering,Australia,British,537b4aa1,fae22ec6,2024-05-02,2025-02-10,11,2021,3,2022,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Health,int:Implementation,Implementation,60,197,687,1886,Budget,SEK,207133,GBP,100,sqm,False
Michael Cook,int:Michael Cook,int:Senior Backend Engineer,michael.cook@example.org,michaelcook,ext_b02fcc28,b02fcc28,cv_b02fcc28,(352)389-2866x46491,909-261-7981,2002,Software Engineering,Australia,British,a7b70921,e4f68705,2025-04-15,2024-07-16,2,2014,10,2018,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Health,int:Implementation,Implementation,89,63,336,906,Budget,EUR,48428,GBP,500,sqm,False
Elizabeth Hodge,int:Elizabeth Hodge,int:Senior Analytics Engineer,elizabeth.hodge@mail.test,elizabethhodge,ext_31e1510a,31e1510a,cv_31e1510a,+1-846-833-7861x37157,5532844446,1978,Data Engineering,United Kingdom,British,423fccdd,decc1681,2024-07-26,2025-07-12,8,2014,6,2015,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Implementation,Advisory,40,47,427,202,Budget,EUR,172135,SEK,300,sqm,False
Elizabeth Hodge,int:Elizabeth Hodge,int:Senior Analytics Engineer,elizabeth.hodge@mail.test,elizabethhodge,ext_31e1510a,31e1510a,cv_31e1510a,+1-846-833-7861x37157,5532844446,1978,Data Engineering,United Kingdom,British,862f6c02,b3fca60b,2024-04-12,2024-05-22,2,2016,2,2018,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Advisory,Implementation,38,61,695,970,Hours,NOK,202792,GBP,800,sqm,False
Elizabeth Hodge,int:Elizabeth Hodge,int:Senior Analytics Engineer,elizabeth.hodge@mail.test,elizabethhodge,ext_31e1510a,31e1510a,cv_31e1510a,+1-846-833-7861x37157,5532844446,1978,Data Engineering,United Kingdom,British,f55faefb,b7ee711e,2025-02-12,2025-02-23,11,2025,10,2025,int:Globex,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Health,int:Implementation,Implementation,34,198,687,343,Budget,GBP,114756,GBP,600,sqm,True
Elizabeth Hodge,int:Elizabeth Hodge,int:Senior Analytics Engineer,elizabeth.hodge@mail.test,elizabethhodge,ext_31e1510a,31e1510a,cv_31e1510a,+1-846-833-7861x37157,5532844446,1978,Data Engineering,United Kingdom,British,e2b4834d,56cd8ce4,2024-08-17,2024-04-22,4,2024,7,2025,int:Globex,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Advisory,84,123,515,225,Budget,SEK,61724,EUR,500,sqm,False
Elizabeth Hodge,int:Elizabeth Hodge,int:Senior Analytics Engineer,elizabeth.hodge@mail.test,elizabethhodge,ext_31e1510a,31e1510a,cv_31e1510a,+1-846-833-7861x37157,5532844446,1978,Data Engineering,United Kingdom,British,1496ef60,a9609c47,2024-05-01,2025-12-18,10,2021,6,2026,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Advisory,Advisory,29,120,302,345,Hours,EUR,133043,GBP,500,sqm,True
Elizabeth Hodge,int:Elizabeth Hodge,int:Senior Analytics Engineer,elizabeth.hodge@mail.test,elizabethhodge,ext_31e1510a,31e1510a,cv_31e1510a,+1-846-833-7861x37157,5532844446,1978,Data Engineering,United Kingdom,British,f345c209,c6153cd2,2024-05-07,2025-05-30,2,2014,3,2015,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Advisory,Implementation,23,126,434,306,Budget,SEK,164906,GBP,900,sqm,True
Mark Steele,int:Mark Steele,int:Senior Full-stack Engineer,mark.steele@mail.test,marksteele,ext_aba16331,aba16331,cv_aba16331,(800)502-5895x52963,+1-860-596-2626x582,1998,Software Engineering,India,Norwegian,7c3600db,85c8352b,2025-09-05,2025-08-06,1,2020,9,2022,int:Acme,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Implementation,Advisory,35,182,825,703,Budget,NOK,192654,EUR,200,sqm,True
Mark Steele,int:Mark Steele,int:Senior Full-stack Engineer,mark.steele@mail.test,marksteele,ext_aba16331,aba16331,cv_aba16331,(800)502-5895x52963,+1-860-596-2626x582,1998,Software Engineering,India,Norwegian,7ff00139,0f173467,2025-07-10,2025-01-02,4,2018,6,2019,int:Globex,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Advisory,Advisory,62,149,685,388,Budget,NOK,114348,SEK,1000,sqm,False
Mark Steele,int:Mark Steele,int:Senior Full-stack Engineer,mark.steele@mail.test,marksteele,ext_aba16331,aba16331,cv_aba16331,(800)502-5895x52963,+1-860-596-2626x582,1998,Software Engineering,India,Norwegian,58d215af,5c140680,2025-10-08,2024-10-26,12,2017,1,2021,int:Contoso,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Implementation,Advisory,86,164,300,318,Hours,GBP,75223,EUR,600,sqm,True
Mark Steele,int:Mark Steele,int:Senior Full-stack Engineer,mark.steele@mail.test,marksteele,ext_aba16331,aba16331,cv_aba16331,(800)502-5895x52963,+1-860-596-2626x582,1998,Software Engineering,India,Norwegian,c39172f5,f3d61a89,2025-12-11,2025-08-18,9,2015,7,2016,int:Contoso,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Energy,Energy,int:Implementation,Advisory,40,67,563,1496,Budget,EUR,207221,SEK,700,sqm,False
Mark Steele,int:Mark Steele,int:Senior Full-stack Engineer,mark.steele@mail.test,marksteele,ext_aba16331,aba16331,cv_aba16331,(800)502-5895x52963,+1-860-596-2626x582,1998,Software Engineering,India,Norwegian,9fef4fe6,eec3a33d,2025-07-12,2024-11-24,8,2013,12,2014,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Energy,int:Advisory,Advisory,89,125,243,1316,Hours,EUR,46912,NOK,500,sqm,True
Keith Landry,int:Keith Landry,int:Principal Cloud Architect,keith.landry@example.com,keithlandry,ext_cd914151,cd914151,cv_cd914151,728-519-6482,310-860-9209,1969,Architecture,India,Norwegian,0fae01f9,c8ad6ded,2026-01-27,2024-07-12,10,2018,4,2019,int:Acme,Contoso,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Energy,int:Advisory,Implementation,87,46,753,844,Hours,SEK,239906,NOK,800,sqm,False
Keith Landry,int:Keith Landry,int:Principal Cloud Architect,keith.landry@example.com,keithlandry,ext_cd914151,cd914151,cv_cd914151,728-519-6482,310-860-9209,1969,Architecture,India,Norwegian,a2b7c04a,1be0b83b,2025-12-19,2025-01-14,5,2017,7,2017,int:Acme,Globex,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Finance,Finance,int:Advisory,Advisory,46,98,550,956,Budget,GBP,33334,GBP,300,sqm,False
Keith Landry,int:Keith Landry,int:Principal Cloud Architect,keith.landry@example.com,keithlandry,ext_cd914151,cd914151,cv_cd914151,728-519-6482,310-860-9209,1969,Architecture,India,Norwegian,9cefa03a,745d8896,2025-02-26,2025-09-14,10,2022,6,2022,int:Contoso,Acme,int:Confidential Client,Confidential Client,int:Delivered analytics platform.,Delivered analytics platform.,"int:Data lake, pipelines, BI.","Data lake, pipelines, BI.",int:Health,Finance,int:Implementation,Implementation,89,168,537,1095,Budget,GBP,63129,GBP,900,sqm,False
