Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Month from,Year from,Month to,Year to,Highlighted,Employer,Description,Long Description
Natasha Shields,int:Natasha Shields,int:Principal Backend Engineer,natasha.shields@mail.test,natashashields,ext_ef4686c3,ef4686c3,cv_ef4686c3,+1-706-412-9439,+1-289-340-6260x787,1976,Software Engineering,India,Norwegian,ca383ff0,54bf9d7b,2023-09-26,2023-05-13,1,2021,9,2021,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Joshua Tyler,int:Joshua Tyler,int:Senior Kubernetes Engineer,joshua.tyler@mail.test,joshuatyler,ext_0c1fe730,0c1fe730,cv_0c1fe730,7412591497,498-503-8287,1984,Cloud Engineering,Ireland,Danish,292a1a22,d4485d41,2023-11-15,2024-01-16,6,2018,6,2023,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Joshua Tyler,int:Joshua Tyler,int:Senior Kubernetes Engineer,joshua.tyler@mail.test,joshuatyler,ext_0c1fe730,0c1fe730,cv_0c1fe730,7412591497,498-503-8287,1984,Cloud Engineering,Ireland,Danish,5d547d19,dbbaa3df,2025-08-02,2025-03-01,5,2018,7,2021,True,Energia,"Worked on data platforms, software delivery and BI.",
Joshua Tyler,int:Joshua Tyler,int:Senior Kubernetes Engineer,joshua.tyler@mail.test,joshuatyler,ext_0c1fe730,0c1fe730,cv_0c1fe730,7412591497,498-503-8287,1984,Cloud Engineering,Ireland,Danish,fd6ce6c5,e628675e,2023-12-12,2025-11-20,3,2018,6,2020,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Joshua Tyler,int:Joshua Tyler,int:Senior Kubernetes Engineer,joshua.tyler@mail.test,joshuatyler,ext_0c1fe730,0c1fe730,cv_0c1fe730,7412591497,498-503-8287,1984,Cloud Engineering,Ireland,Danish,cfe01c46,6bdae2dd,2025-11-06,2024-06-28,4,2013,2,2017,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Joshua Tyler,int:Joshua Tyler,int:Senior Kubernetes Engineer,joshua.tyler@mail.test,joshuatyler,ext_0c1fe730,0c1fe730,cv_0c1fe730,7412591497,498-503-8287,1984,Cloud Engineering,Ireland,Danish,656d6c4d,e143e223,2023-04-21,2025-12-24,6,2022,10,2022,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Robert Villa,int:Robert Villa,int:Consultant Data Architect,robert.villa@example.org,robertvilla,ext_eb5e12ae,eb5e12ae,cv_eb5e12ae,+1-324-540-7931x10291,617.808.7601,1982,Architecture,Australia,Swedish,146cd1b4,c1ed4e45,2024-07-06,2025-11-08,8,2020,9,2022,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Robert Villa,int:Robert Villa,int:Consultant Data Architect,robert.villa@example.org,robertvilla,ext_eb5e12ae,eb5e12ae,cv_eb5e12ae,+1-324-540-7931x10291,617.808.7601,1982,Architecture,Australia,Swedish,94dfaa7b,62381f31,2025-10-17,2024-12-16,10,2023,8,2023,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Robert Villa,int:Robert Villa,int:Consultant Data Architect,robert.villa@example.org,robertvilla,ext_eb5e12ae,eb5e12ae,cv_eb5e12ae,+1-324-540-7931x10291,617.808.7601,1982,Architecture,Australia,Swedish,c72285f5,d6f0021c,2025-08-03,2025-04-14,8,2016,12,2019,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Robert Villa,int:Robert Villa,int:Consultant Data Architect,robert.villa@example.org,robertvilla,ext_eb5e12ae,eb5e12ae,cv_eb5e12ae,+1-324-540-7931x10291,617.808.7601,1982,Architecture,Australia,Swedish,2e4cdf8e,6a0cc0f6,2025-05-25,2025-05-17,9,2019,9,2023,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Robert Villa,int:Robert Villa,int:Consultant Data Architect,robert.villa@example.org,robertvilla,ext_eb5e12ae,eb5e12ae,cv_eb5e12ae,+1-324-540-7931x10291,617.808.7601,1982,Architecture,Australia,Swedish,8d200f70,f512cc6e,2023-09-25,2024-01-31,9,2024,8,2024,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
William Hoover,int:William Hoover,int:Principal Frontend Engineer,william.hoover@example.com,williamhoover,ext_6d7f35fa,6d7f35fa,cv_6d7f35fa,423.584.9791x6202,(988)737-7441,1975,Software Engineering,Slovenia,Danish,565a17ec,d4387115,2023-05-04,2025-11-19,7,2018,3,2021,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
William Hoover,int:William Hoover,int:Principal Frontend Engineer,william.hoover@example.com,williamhoover,ext_6d7f35fa,6d7f35fa,cv_6d7f35fa,423.584.9791x6202,(988)737-7441,1975,Software Engineering,Slovenia,Danish,ad9fcdb4,0e42c153,2025-06-14,2024-08-15,3,2018,7,2023,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Justin Evans,int:Justin Evans,int:Consultant Full-stack Engineer,justin.evans@example.com,justinevans,ext_85ab4f55,85ab4f55,cv_85ab4f55,+1-846-261-7662x04719,001-940-697-0527,2001,Software Engineering,Spain,Norwegian,e30eecce,abe52b49,2025-12-22,2026-01-23,5,2015,2,2019,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Brenda Duarte,int:Brenda Duarte,int:Consultant Data Platform Engineer,brenda.duarte@mail.test,brendaduarte,ext_7a3f4dfe,7a3f4dfe,cv_7a3f4dfe,3254883586,+1-925-495-7244x6176,1988,Data Engineering,Spain,Swedish,f5b9b8cb,a5a660ed,2024-12-23,2024-01-25,10,2015,10,2018,True,Energia,"Worked on data platforms, software delivery and BI.",
Brenda Duarte,int:Brenda Duarte,int:Consultant Data Platform Engineer,brenda.duarte@mail.test,brendaduarte,ext_7a3f4dfe,7a3f4dfe,cv_7a3f4dfe,3254883586,+1-925-495-7244x6176,1988,Data Engineering,Spain,Swedish,bb42ff6e,56b8dd12,2025-01-04,2024-03-29,10,2020,4,2025,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Tracy Hernandez,int:Tracy Hernandez,int:Senior Frontend Engineer,tracy.hernandez@example.com,tracyhernandez,ext_c56c419c,c56c419c,cv_c56c419c,001-888-342-5995,5025311775,1976,Software Engineering,United Kingdom,Swedish,6e0d53ce,76be12e0,2023-08-16,2024-04-12,10,2011,2,2011,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Tracy Hernandez,int:Tracy Hernandez,int:Senior Frontend Engineer,tracy.hernandez@example.com,tracyhernandez,ext_c56c419c,c56c419c,cv_c56c419c,001-888-342-5995,5025311775,1976,Software Engineering,United Kingdom,Swedish,c1e5ba1d,426391a9,2024-12-17,2026-03-19,9,2013,12,2018,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Tracy Hernandez,int:Tracy Hernandez,int:Senior Frontend Engineer,tracy.hernandez@example.com,tracyhernandez,ext_c56c419c,c56c419c,cv_c56c419c,001-888-342-5995,5025311775,1976,Software Engineering,United Kingdom,Swedish,033627ea,11f30bfc,2023-06-21,2023-08-17,2,2014,3,2019,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Amanda Reed,int:Amanda Reed,int:Senior Data Architect,amanda.reed@example.org,amandareed,ext_9b0e030c,9b0e030c,cv_9b0e030c,226-361-0941,559.502.5176x298,1992,Architecture,USA,Danish,a161c4c3,e621c997,2023-05-19,2024-05-21,3,2015,1,2019,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Amanda Reed,int:Amanda Reed,int:Senior Data Architect,amanda.reed@example.org,amandareed,ext_9b0e030c,9b0e030c,cv_9b0e030c,226-361-0941,559.502.5176x298,1992,Architecture,USA,Danish,2e04cc26,4e28e7c3,2025-07-17,2024-02-24,3,2019,4,2019,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Amanda Reed,int:Amanda Reed,int:Senior Data Architect,amanda.reed@example.org,amandareed,ext_9b0e030c,9b0e030c,cv_9b0e030c,226-361-0941,559.502.5176x298,1992,Architecture,USA,Danish,0a3b5ad1,335df947,2023-09-09,2026-02-09,2,2010,7,2011,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Amanda Reed,int:Amanda Reed,int:Senior Data Architect,amanda.reed@example.org,amandareed,ext_9b0e030c,9b0e030c,cv_9b0e030c,226-361-0941,559.502.5176x298,1992,Architecture,USA,Danish,ab9889cf,ab142fae,2023-09-01,2023-09-07,8,2019,11,2019,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Amanda Reed,int:Amanda Reed,int:Senior Data Architect,amanda.reed@example.org,amandareed,ext_9b0e030c,9b0e030c,cv_9b0e030c,226-361-0941,559.502.5176x298,1992,Architecture,USA,Danish,11848eff,4b7b50bd,2023-11-11,2023-11-21,9,2018,9,2020,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Andrea Daniels,int:Andrea Daniels,int:Senior Cloud Architect,andrea.daniels@mail.test,andreadaniels,ext_c271887e,c271887e,cv_c271887e,277-343-3268x319,702.405.6981,1999,Architecture,Spain,British,c49b29bb,8b094505,2026-01-17,2024-07-02,6,2021,6,2023,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Andrea Daniels,int:Andrea Daniels,int:Senior Cloud Architect,andrea.daniels@mail.test,andreadaniels,ext_c271887e,c271887e,cv_c271887e,277-343-3268x319,702.405.6981,1999,Architecture,Spain,British,f3884239,5df84018,2023-06-28,2023-05-26,7,2011,6,2014,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Andrea Daniels,int:Andrea Daniels,int:Senior Cloud Architect,andrea.daniels@mail.test,andreadaniels,ext_c271887e,c271887e,cv_c271887e,277-343-3268x319,702.405.6981,1999,Architecture,Spain,British,3edaf77b,0ff6f37f,2025-01-09,2024-02-07,10,2020,8,2024,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Andrea Daniels,int:Andrea Daniels,int:Senior Cloud Architect,andrea.daniels@mail.test,andreadaniels,ext_c271887e,c271887e,cv_c271887e,277-343-3268x319,702.405.6981,1999,Architecture,Spain,British,8fbc4a40,1604fa1d,2023-09-08,2024-09-30,11,2017,9,2021,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Andrea Daniels,int:Andrea Daniels,int:Senior Cloud Architect,andrea.daniels@mail.test,andreadaniels,ext_c271887e,c271887e,cv_c271887e,277-343-3268x319,702.405.6981,1999,Architecture,Spain,British,652ab147,b0b43093,2024-10-13,2026-03-21,8,2020,2,2020,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Andrea Daniels,int:Andrea Daniels,int:Senior Cloud Architect,andrea.daniels@mail.test,andreadaniels,ext_c271887e,c271887e,cv_c271887e,277-343-3268x319,702.405.6981,1999,Architecture,Spain,British,9d98a4c3,d6a2c365,2025-11-18,2023-12-08,8,2016,8,2018,True,HealthCorp,"Worked on data platforms, software delivery and BI.",
Stanley Morris,int:Stanley Morris,int:Senior C# Developer,stanley.morris@example.org,stanleymorris,ext_55c2bac9,55c2bac9,cv_55c2bac9,+1-987-833-9785x59821,+1-761-291-2841x1730,1997,Software Engineering,Spain,Swedish,617b659a,190a0d45,2024-09-21,2024-01-20,6,2024,10,2024,False,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Stanley Morris,int:Stanley Morris,int:Senior C# Developer,stanley.morris@example.org,stanleymorris,ext_55c2bac9,55c2bac9,cv_55c2bac9,+1-987-833-9785x59821,+1-761-291-2841x1730,1997,Software Engineering,Spain,Swedish,6c766947,0bd7a395,2023-04-26,2023-07-31,6,2012,3,2014,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Stanley Morris,int:Stanley Morris,int:Senior C# Developer,stanley.morris@example.org,stanleymorris,ext_55c2bac9,55c2bac9,cv_55c2bac9,+1-987-833-9785x59821,+1-761-291-2841x1730,1997,Software Engineering,Spain,Swedish,2d19a24e,e0d6cf46,2024-09-14,2023-08-13,9,2024,8,2025,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Stanley Morris,int:Stanley Morris,int:Senior C# Developer,stanley.morris@example.org,stanleymorris,ext_55c2bac9,55c2bac9,cv_55c2bac9,+1-987-833-9785x59821,+1-761-291-2841x1730,1997,Software Engineering,Spain,Swedish,0c7ea8c5,0ee568f0,2024-07-23,2023-07-01,6,2014,4,2015,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Stanley Morris,int:Stanley Morris,int:Senior C# Developer,stanley.morris@example.org,stanleymorris,ext_55c2bac9,55c2bac9,cv_55c2bac9,+1-987-833-9785x59821,+1-761-291-2841x1730,1997,Software Engineering,Spain,Swedish,f6b9f371,2b31fb29,2024-06-15,2025-07-27,2,2023,11,2025,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Stanley Morris,int:Stanley Morris,int:Senior C# Developer,stanley.morris@example.org,stanleymorris,ext_55c2bac9,55c2bac9,cv_55c2bac9,+1-987-833-9785x59821,+1-761-291-2841x1730,1997,Software Engineering,Spain,Swedish,83925449,a5d78ba8,2025-09-20,2024-11-03,12,2013,4,2015,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Jacob Terry,int:Jacob Terry,int:Senior Data Engineer,jacob.terry@example.org,jacobterry,ext_29f4c0ad,29f4c0ad,cv_29f4c0ad,544.665.1241,(590)781-9740x0564,1983,Data Engineering,Australia,Polish,28f429a3,420af3a6,2025-03-12,2025-10-17,10,2020,10,2022,False,ConsultCo,"Worked on data platforms, software delivery and BI.",
Kimberly Williams,int:Kimberly Williams,int:Senior Project Manager,kimberly.williams@mail.test,kimberlywilliams,ext_a6018f84,a6018f84,cv_a6018f84,(274)830-0038x96087,001-762-866-8217x19553,1997,Delivery Management,USA,British,fa2de0d6,67d67e6b,2025-10-29,2026-02-13,2,2013,6,2017,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Julie Thornton,int:Julie Thornton,int:Associate Python Developer,julie.thornton@example.com,juliethornton,ext_a297b28b,a297b28b,cv_a297b28b,2332190368,001-530-610-2724x0559,1993,Data Engineering,United Kingdom,British,eee5a107,1a3e050d,2023-10-08,2025-11-26,2,2021,2,2025,False,Energia,"Worked on data platforms, software delivery and BI.",
Julie Thornton,int:Julie Thornton,int:Associate Python Developer,julie.thornton@example.com,juliethornton,ext_a297b28b,a297b28b,cv_a297b28b,2332190368,001-530-610-2724x0559,1993,Data Engineering,United Kingdom,British,df8934e9,0294a747,2024-04-10,2023-12-13,8,2019,11,2020,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Lisa Hughes,int:Lisa Hughes,int:Principal Analytics Engineer,lisa.hughes@example.com,lisahughes,ext_2dda865d,2dda865d,cv_2dda865d,(596)971-1148,001-353-274-5843x845,1993,Data Engineering,India,British,a2affc00,d54ec35b,2024-04-05,2025-03-19,11,2010,9,2011,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Lisa Hughes,int:Lisa Hughes,int:Principal Analytics Engineer,lisa.hughes@example.com,lisahughes,ext_2dda865d,2dda865d,cv_2dda865d,(596)971-1148,001-353-274-5843x845,1993,Data Engineering,India,British,327cb7be,7c3b05cc,2024-09-12,2024-12-11,3,2024,7,2024,True,HealthCorp,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Elizabeth Hoover,int:Elizabeth Hoover,int:Consultant Data Engineer,elizabeth.hoover@mail.test,elizabethhoover,ext_f36dda7f,f36dda7f,cv_f36dda7f,(569)374-1328x348,(820)637-7107x044,1995,Data Engineering,United Kingdom,Swedish,865c7c32,0a6184ad,2024-06-15,2023-08-27,10,2011,2,2015,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Elizabeth Hoover,int:Elizabeth Hoover,int:Consultant Data Engineer,elizabeth.hoover@mail.test,elizabethhoover,ext_f36dda7f,f36dda7f,cv_f36dda7f,(569)374-1328x348,(820)637-7107x044,1995,Data Engineering,United Kingdom,Swedish,69bf7782,6bf1f1f9,2025-03-26,2026-02-15,4,2021,8,2025,False,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Tina Simpson,int:Tina Simpson,int:Senior Kubernetes Engineer,tina.simpson@example.org,tinasimpson,ext_3947a2cf,3947a2cf,cv_3947a2cf,904-296-7066,736.226.8040,1998,Cloud Engineering,United Kingdom,Norwegian,13f2ecc5,6344f20c,2023-11-13,2024-07-29,11,2011,1,2011,True,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Tina Simpson,int:Tina Simpson,int:Senior Kubernetes Engineer,tina.simpson@example.org,tinasimpson,ext_3947a2cf,3947a2cf,cv_3947a2cf,904-296-7066,736.226.8040,1998,Cloud Engineering,United Kingdom,Norwegian,b196ad11,b57c3005,2024-12-27,2025-01-20,1,2021,12,2025,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Tina Simpson,int:Tina Simpson,int:Senior Kubernetes Engineer,tina.simpson@example.org,tinasimpson,ext_3947a2cf,3947a2cf,cv_3947a2cf,904-296-7066,736.226.8040,1998,Cloud Engineering,United Kingdom,Norwegian,38988d18,3b14c3f8,2026-03-25,2025-08-17,7,2017,4,2021,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Tina Simpson,int:Tina Simpson,int:Senior Kubernetes Engineer,tina.simpson@example.org,tinasimpson,ext_3947a2cf,3947a2cf,cv_3947a2cf,904-296-7066,736.226.8040,1998,Cloud Engineering,United Kingdom,Norwegian,f59afada,84891926,2025-01-21,2024-09-30,8,2020,8,2020,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Benjamin Shaw,int:Benjamin Shaw,int:Principal Frontend Engineer,benjamin.shaw@example.org,benjaminshaw,ext_bb4387bb,bb4387bb,cv_bb4387bb,+1-854-693-0596x601,+1-976-599-8426,1986,Software Engineering,Slovenia,Swedish,78989fac,257c7729,2023-07-05,2025-09-04,9,2010,1,2014,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Benjamin Shaw,int:Benjamin Shaw,int:Principal Frontend Engineer,benjamin.shaw@example.org,benjaminshaw,ext_bb4387bb,bb4387bb,cv_bb4387bb,+1-854-693-0596x601,+1-976-599-8426,1986,Software Engineering,Slovenia,Swedish,11e53ff3,115180cb,2023-10-09,2024-09-26,1,2010,5,2012,False,Acme Bank,"Worked on data platforms, software delivery and BI.",
Brittany Kane,int:Brittany Kane,int:Principal Backend Engineer,brittany.kane@mail.test,brittanykane,ext_839b3c83,839b3c83,cv_839b3c83,(804)241-3845,+1-445-944-9014x954,1998,Software Engineering,Ireland,Swedish,6365f45a,438b859d,2025-07-08,2026-03-05,10,2015,11,2015,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Brittany Kane,int:Brittany Kane,int:Principal Backend Engineer,brittany.kane@mail.test,brittanykane,ext_839b3c83,839b3c83,cv_839b3c83,(804)241-3845,+1-445-944-9014x954,1998,Software Engineering,Ireland,Swedish,e20925be,9e7ec440,2025-05-31,2023-10-13,8,2016,6,2016,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Brittany Kane,int:Brittany Kane,int:Principal Backend Engineer,brittany.kane@mail.test,brittanykane,ext_839b3c83,839b3c83,cv_839b3c83,(804)241-3845,+1-445-944-9014x954,1998,Software Engineering,Ireland,Swedish,8d2f3cf5,11ad0e9d,2024-11-18,2024-02-08,1,2010,1,2014,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Brittany Kane,int:Brittany Kane,int:Principal Backend Engineer,brittany.kane@mail.test,brittanykane,ext_839b3c83,839b3c83,cv_839b3c83,(804)241-3845,+1-445-944-9014x954,1998,Software Engineering,Ireland,Swedish,16336994,855f8fbf,2024-01-30,2024-09-09,8,2010,5,2011,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Brittany Kane,int:Brittany Kane,int:Principal Backend Engineer,brittany.kane@mail.test,brittanykane,ext_839b3c83,839b3c83,cv_839b3c83,(804)241-3845,+1-445-944-9014x954,1998,Software Engineering,Ireland,Swedish,4da04c29,61d5da00,2025-06-08,2023-08-29,8,2023,7,2025,False,RetailCo,"Worked on data platforms, software delivery and BI.",
Morgan Alexander,int:Morgan Alexander,int:Lead Data Engineer,morgan.alexander@example.org,morganalexander,ext_69df759d,69df759d,cv_69df759d,307.607.0578x360,+1-485-417-2444x723,1989,Data Engineering,Australia,Swedish,c3508473,a59a36a1,2024-11-01,2024-10-12,4,2020,9,2024,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Morgan Alexander,int:Morgan Alexander,int:Lead Data Engineer,morgan.alexander@example.org,morganalexander,ext_69df759d,69df759d,cv_69df759d,307.607.0578x360,+1-485-417-2444x723,1989,Data Engineering,Australia,Swedish,530fcc18,01873790,2024-01-31,2025-01-14,9,2016,9,2019,True,Acme Bank,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Morgan Alexander,int:Morgan Alexander,int:Lead Data Engineer,morgan.alexander@example.org,morganalexander,ext_69df759d,69df759d,cv_69df759d,307.607.0578x360,+1-485-417-2444x723,1989,Data Engineering,Australia,Swedish,7b3e2f73,17d883b8,2023-09-11,2023-09-05,11,2014,5,2019,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Morgan Alexander,int:Morgan Alexander,int:Lead Data Engineer,morgan.alexander@example.org,morganalexander,ext_69df759d,69df759d,cv_69df759d,307.607.0578x360,+1-485-417-2444x723,1989,Data Engineering,Australia,Swedish,9462c3ad,4fda3d81,2023-09-17,2025-12-19,11,2014,5,2017,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Morgan Alexander,int:Morgan Alexander,int:Lead Data Engineer,morgan.alexander@example.org,morganalexander,ext_69df759d,69df759d,cv_69df759d,307.607.0578x360,+1-485-417-2444x723,1989,Data Engineering,Australia,Swedish,49a7d26a,1b2e4160,2024-09-08,2023-05-03,12,2016,11,2018,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Morgan Alexander,int:Morgan Alexander,int:Lead Data Engineer,morgan.alexander@example.org,morganalexander,ext_69df759d,69df759d,cv_69df759d,307.607.0578x360,+1-485-417-2444x723,1989,Data Engineering,Australia,Swedish,a41cb0db,b6dccf6d,2023-12-18,2025-01-22,5,2022,8,2025,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Alicia Bryant,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_d9a0a7d5,d9a0a7d5,cv_d9a0a7d5,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,Danish,2ba1c946,456a9743,2025-11-24,2025-04-03,2,2024,5,2025,False,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Alicia Bryant,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_d9a0a7d5,d9a0a7d5,cv_d9a0a7d5,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,Danish,90a6fa67,e10f9479,2023-04-04,2025-02-05,4,2020,6,2022,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Alicia Bryant,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_d9a0a7d5,d9a0a7d5,cv_d9a0a7d5,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,Danish,7c8cc113,d31d95d6,2025-02-10,2023-07-09,1,2021,5,2023,False,Energia,"Worked on data platforms, software delivery and BI.",
Alicia Bryant,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_d9a0a7d5,d9a0a7d5,cv_d9a0a7d5,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,Danish,d3dfe0ee,38526eff,2023-09-11,2023-05-02,5,2016,10,2016,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Alicia Bryant,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_d9a0a7d5,d9a0a7d5,cv_d9a0a7d5,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,Danish,89d1be50,796c1a6b,2024-03-23,2024-03-17,5,2016,11,2019,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Alicia Bryant,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_d9a0a7d5,d9a0a7d5,cv_d9a0a7d5,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,Danish,5a424a9c,be3b40ae,2024-10-12,2025-07-02,3,2011,11,2015,False,ConsultCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Jennifer Ortiz,int:Jennifer Ortiz,int:Senior Data Scientist,jennifer.ortiz@mail.test,jenniferortiz,ext_febf79a4,febf79a4,cv_febf79a4,713.735.9561x64205,(557)749-0250x42901,1990,AI/ML,United Kingdom,Norwegian,edd00b8a,574facea,2025-11-03,2025-10-04,3,2015,7,2017,False,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Jennifer Ortiz,int:Jennifer Ortiz,int:Senior Data Scientist,jennifer.ortiz@mail.test,jenniferortiz,ext_febf79a4,febf79a4,cv_febf79a4,713.735.9561x64205,(557)749-0250x42901,1990,AI/ML,United Kingdom,Norwegian,82ed76b9,26c06316,2024-06-21,2024-02-29,8,2013,3,2017,True,ConsultCo,"Worked on data platforms, software delivery and BI.",
Jennifer Ortiz,int:Jennifer Ortiz,int:Senior Data Scientist,jennifer.ortiz@mail.test,jenniferortiz,ext_febf79a4,febf79a4,cv_febf79a4,713.735.9561x64205,(557)749-0250x42901,1990,AI/ML,United Kingdom,Norwegian,05e3a332,3921bda5,2025-06-30,2024-06-04,10,2010,8,2013,True,RetailCo,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
Jennifer Ortiz,int:Jennifer Ortiz,int:Senior Data Scientist,jennifer.ortiz@mail.test,jenniferortiz,ext_febf79a4,febf79a4,cv_febf79a4,713.735.9561x64205,(557)749-0250x42901,1990,AI/ML,United Kingdom,Norwegian,cf6d6857,9cd2810f,2024-03-12,2024-04-16,1,2014,10,2014,True,HealthCorp,"Worked on data platforms, software delivery and BI.",
Jennifer Ortiz,int:Jennifer Ortiz,int:Senior Data Scientist,jennifer.ortiz@mail.test,jenniferortiz,ext_febf79a4,febf79a4,cv_febf79a4,713.735.9561x64205,(557)749-0250x42901,1990,AI/ML,United Kingdom,Norwegian,ec51ec43,7a58b800,2025-07-15,2026-03-08,2,2011,9,2012,True,Energia,"Worked on data platforms, software delivery and BI.",Led a small team delivering cloud migration.
