Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality,CV Partner section ID,External unique ID,Updated,Updated by owner,Highlighted,Is official masterdata (in #{lang}),Language,Level
Kimberly Williams,int:Kimberly Williams,int:Senior Project Manager,kimberly.williams@mail.test,kimberlywilliams,ext_a6018f84,a6018f84,cv_a6018f84,(274)830-0038x96087,001-762-866-8217x19553,1997,Delivery Management,USA,British,1231d7ae,13de7b44,2025-02-03,2026-01-04,True,int:Yes,Polish,Fluent
Kimberly Williams,int:Kimberly Williams,int:Senior Project Manager,kimberly.williams@mail.test,kimberlywilliams,ext_a6018f84,a6018f84,cv_a6018f84,(274)830-0038x96087,001-762-866-8217x19553,1997,Delivery Management,USA,British,17047ca0,21013973,2024-11-25,2025-07-04,True,int:No,Swedish,Professional
Julie Thornton,int:Julie Thornton,int:Associate Python Developer,julie.thornton@example.com,juliethornton,ext_a297b28b,a297b28b,cv_a297b28b,2332190368,001-530-610-2724x0559,1993,Data Engineering,United Kingdom,British,af737e2d,ff0a62c7,2025-08-23,2025-05-06,True,int:No,Swedish,Professional
Lisa Hughes,int:Lisa Hughes,int:Principal Analytics Engineer,lisa.hughes@example.com,lisahughes,ext_2dda865d,2dda865d,cv_2dda865d,(596)971-1148,001-353-274-5843x845,1993,Data Engineering,India,British,3bfcf519,1593f503,2024-05-03,2025-02-21,True,int:Yes,Swedish,Fluent
Lisa Hughes,int:Lisa Hughes,int:Principal Analytics Engineer,lisa.hughes@example.com,lisahughes,ext_2dda865d,2dda865d,cv_2dda865d,(596)971-1148,001-353-274-5843x845,1993,Data Engineering,India,British,c7017ace,03a18546,2025-06-21,2024-07-10,True,int:No,Norwegian,Fluent
Lisa Hughes,int:Lisa Hughes,int:Principal Analytics Engineer,lisa.hughes@example.com,lisahughes,ext_2dda865d,2dda865d,cv_2dda865d,(596)971-1148,001-353-274-5843x845,1993,Data Engineering,India,British,93064718,15847a1e,2024-11-21,2025-11-20,False,int:No,Polish,Fluent
Elizabeth Hoover,int:Elizabeth Hoover,int:Consultant Data Engineer,elizabeth.hoover@mail.test,elizabethhoover,ext_f36dda7f,f36dda7f,cv_f36dda7f,(569)374-1328x348,(820)637-7107x044,1995,Data Engineering,United Kingdom,Swedish,062ed7e8,ff0955fb,2025-08-08,2024-09-16,False,int:No,Danish,Native
Tina Simpson,int:Tina Simpson,int:Senior Kubernetes Engineer,tina.simpson@example.org,tinasimpson,ext_3947a2cf,3947a2cf,cv_3947a2cf,904-296-7066,736.226.8040,1998,Cloud Engineering,United Kingdom,Norwegian,4e6f8a8b,ec249986,2026-02-04,2025-03-03,True,int:No,Polish,Professional
Tina Simpson,int:Tina Simpson,int:Senior Kubernetes Engineer,tina.simpson@example.org,tinasimpson,ext_3947a2cf,3947a2cf,cv_3947a2cf,904-296-7066,736.226.8040,1998,Cloud Engineering,United Kingdom,Norwegian,4b40f4ee,d4a10e7c,2024-09-19,2024-12-04,False,int:No,English,Intermediate
Tina Simpson,int:Tina Simpson,int:Senior Kubernetes Engineer,tina.simpson@example.org,tinasimpson,ext_3947a2cf,3947a2cf,cv_3947a2cf,904-296-7066,736.226.8040,1998,Cloud Engineering,United Kingdom,Norwegian,3ee713f7,a9c6006e,2025-10-02,2025-04-17,False,int:No,Swedish,Fluent
Benjamin Shaw,int:Benjamin Shaw,int:Principal Frontend Engineer,benjamin.shaw@example.org,benjaminshaw,ext_bb4387bb,bb4387bb,cv_bb4387bb,+1-854-693-0596x601,+1-976-599-8426,1986,Software Engineering,Slovenia,Swedish,54c2f0e6,9668120f,2024-10-25,2024-07-22,True,int:Yes,Danish,Professional
Benjamin Shaw,int:Benjamin Shaw,int:Principal Frontend Engineer,benjamin.shaw@example.org,benjaminshaw,ext_bb4387bb,bb4387bb,cv_bb4387bb,+1-854-693-0596x601,+1-976-599-8426,1986,Software Engineering,Slovenia,Swedish,0fc3d5d7,90fef26d,2025-03-28,2025-08-14,False,int:Yes,Norwegian,Fluent
Benjamin Shaw,int:Benjamin Shaw,int:Principal Frontend Engineer,benjamin.shaw@example.org,benjaminshaw,ext_bb4387bb,bb4387bb,cv_bb4387bb,+1-854-693-0596x601,+1-976-599-8426,1986,Software Engineering,Slovenia,Swedish,c4422f3b,566013d9,2026-02-23,2026-02-06,True,int:No,Polish,Fluent
Brittany Kane,int:Brittany Kane,int:Principal Backend Engineer,brittany.kane@mail.test,brittanykane,ext_839b3c83,839b3c83,cv_839b3c83,(804)241-3845,+1-445-944-9014x954,1998,Software Engineering,Ireland,Swedish,d2c6dbf4,167d4577,2024-11-25,2024-05-24,False,int:Yes,English,Professional
Brittany Kane,int:Brittany Kane,int:Principal Backend Engineer,brittany.kane@mail.test,brittanykane,ext_839b3c83,839b3c83,cv_839b3c83,(804)241-3845,+1-445-944-9014x954,1998,Software Engineering,Ireland,Swedish,44bdc451,ffd6d8a5,2024-10-08,2025-05-16,True,int:Yes,Danish,Fluent
Brittany Kane,int:Brittany Kane,int:Principal Backend Engineer,brittany.kane@mail.test,brittanykane,ext_839b3c83,839b3c83,cv_839b3c83,(804)241-3845,+1-445-944-9014x954,1998,Software Engineering,Ireland,Swedish,f609932f,09f0c7e8,2025-03-29,2025-02-20,True,int:No,Polish,Native
Morgan Alexander,int:Morgan Alexander,int:Lead Data Engineer,morgan.alexander@example.org,morganalexander,ext_69df759d,69df759d,cv_69df759d,307.607.0578x360,+1-485-417-2444x723,1989,Data Engineering,Australia,Swedish,6b156033,b36a09bc,2025-09-19,2025-07-09,False,int:No,Swedish,Intermediate
Morgan Alexander,int:Morgan Alexander,int:Lead Data Engineer,morgan.alexander@example.org,morganalexander,ext_69df759d,69df759d,cv_69df759d,307.607.0578x360,+1-485-417-2444x723,1989,Data Engineering,Australia,Swedish,5224a49f,a155c631,2025-08-12,2024-11-01,True,int:Yes,Polish,Fluent
Alicia Bryant,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_d9a0a7d5,d9a0a7d5,cv_d9a0a7d5,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,Danish,e8c84be7,26a08e7b,2025-12-12,2024-09-07,True,int:Yes,English,Native
Alicia Bryant,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_d9a0a7d5,d9a0a7d5,cv_d9a0a7d5,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,Danish,9acfd827,3248aa9b,2025-03-29,2024-06-15,True,int:Yes,Polish,Fluent
Alicia Bryant,int:Alicia Bryant,int:Principal C# Developer,alicia.bryant@example.org,aliciabryant,ext_d9a0a7d5,d9a0a7d5,cv_d9a0a7d5,+1-503-210-2879x508,001-944-305-8093x511,1976,Software Engineering,Ireland,Danish,5830c9bc,d06675c2,2025-04-20,2024-11-12,True,int:No,Danish,Professional
Jennifer Ortiz,int:Jennifer Ortiz,int:Senior Data Scientist,jennifer.ortiz@mail.test,jenniferortiz,ext_febf79a4,febf79a4,cv_febf79a4,713.735.9561x64205,(557)749-0250x42901,1990,AI/ML,United Kingdom,Norwegian,f8c89f92,97489c0c,2024-04-13,2024-10-01,True,int:Yes,English,Intermediate
Jennifer Ortiz,int:Jennifer Ortiz,int:Senior Data Scientist,jennifer.ortiz@mail.test,jenniferortiz,ext_febf79a4,febf79a4,cv_febf79a4,713.735.9561x64205,(557)749-0250x42901,1990,AI/ML,United Kingdom,Norwegian,1f085ede,fca5de9c,2025-01-03,2025-10-05,True,int:No,Swedish,Professional
Diana Moore,int:Diana Moore,int:Principal Data Platform Engineer,diana.moore@example.com,dianamoore,ext_819168e7,819168e7,cv_819168e7,889.353.6902x61139,509.778.8754x39435,1990,Data Engineering,India,Swedish,a1fc87ec,b6aa5ca6,2024-12-04,2025-01-13,False,int:Yes,Norwegian,Native
Diana Moore,int:Diana Moore,int:Principal Data Platform Engineer,diana.moore@example.com,dianamoore,ext_819168e7,819168e7,cv_819168e7,889.353.6902x61139,509.778.8754x39435,1990,Data Engineering,India,Swedish,35da9b7a,2138f5c8,2024-12-06,2025-10-01,True,int:Yes,Polish,Professional
Terrance Costa,int:Terrance Costa,int:Associate C# Developer,terrance.costa@example.com,terrancecosta,ext_45f6be21,45f6be21,cv_45f6be21,775.313.7651,(479)637-6392x836,2000,Software Engineering,India,Polish,2a56878b,1d5da7be,2024-10-03,2024-04-18,True,int:No,Polish,Professional
Matthew Schwartz,int:Matthew Schwartz,int:Principal Data Platform Engineer,matthew.schwartz@mail.test,matthewschwartz,ext_f74dce5f,f74dce5f,cv_f74dce5f,955-211-6682x9732,(816)248-7120,1976,Data Engineering,United Kingdom,Norwegian,e68c773d,a52d54f8,2025-09-12,2024-10-11,False,int:No,Swedish,Intermediate
Matthew Schwartz,int:Matthew Schwartz,int:Principal Data Platform Engineer,matthew.schwartz@mail.test,matthewschwartz,ext_f74dce5f,f74dce5f,cv_f74dce5f,955-211-6682x9732,(816)248-7120,1976,Data Engineering,United Kingdom,Norwegian,04c6b2b6,5c8b5dde,2025-12-17,2024-07-20,False,int:No,Polish,Intermediate
Matthew Schwartz,int:Matthew Schwartz,int:Principal Data Platform Engineer,matthew.schwartz@mail.test,matthewschwartz,ext_f74dce5f,f74dce5f,cv_f74dce5f,955-211-6682x9732,(816)248-7120,1976,Data Engineering,United Kingdom,Norwegian,a09ff131,a73ab863,2024-10-09,2025-01-02,False,int:No,Danish,Native
Debra Christian,int:Debra Christian,int:Senior Analytics Engineer,debra.christian@example.com,debrachristian,ext_b6b5e076,b6b5e076,cv_b6b5e076,001-521-628-8665x268,755-999-9101,1991,Data Engineering,United Kingdom,Norwegian,97fc722a,3061f006,2025-06-06,2024-11-09,False,int:Yes,Polish,Professional
Melissa Villarreal,int:Melissa Villarreal,int:Senior ML Engineer,melissa.villarreal@example.com,melissavillarreal,ext_b9e34dcc,b9e34dcc,cv_b9e34dcc,(776)947-2298x12099,(857)628-9413x4750,1969,AI/ML,Australia,Danish,59af4b03,ee5b23b7,2024-07-17,2025-12-29,False,int:Yes,Swedish,Native
Melissa Villarreal,int:Melissa Villarreal,int:Senior ML Engineer,melissa.villarreal@example.com,melissavillarreal,ext_b9e34dcc,b9e34dcc,cv_b9e34dcc,(776)947-2298x12099,(857)628-9413x4750,1969,AI/ML,Australia,Danish,0abc8010,796dab98,2026-04-03,2025-10-02,False,int:No,Danish,Native
Melissa Villarreal,int:Melissa Villarreal,int:Senior ML Engineer,melissa.villarreal@example.com,melissavillarreal,ext_b9e34dcc,b9e34dcc,cv_b9e34dcc,(776)947-2298x12099,(857)628-9413x4750,1969,AI/ML,Australia,Danish,f7d50572,9c8e1958,2024-08-07,2026-02-11,True,int:No,Polish,Fluent
Norman Stewart,int:Norman Stewart,int:Associate Azure Engineer,norman.stewart@mail.test,normanstewart,ext_b13eae50,b13eae50,cv_b13eae50,765-622-0368x49951,(614)347-7324,2001,Cloud Engineering,USA,Norwegian,c60d2efa,478e016d,2025-11-03,2025-09-23,True,int:Yes,English,Professional
Norman Stewart,int:Norman Stewart,int:Associate Azure Engineer,norman.stewart@mail.test,normanstewart,ext_b13eae50,b13eae50,cv_b13eae50,765-622-0368x49951,(614)347-7324,2001,Cloud Engineering,USA,Norwegian,d1e3c0b9,99860a14,2024-05-25,2025-08-31,False,int:No,Swedish,Professional
Norman Stewart,int:Norman Stewart,int:Associate Azure Engineer,norman.stewart@mail.test,normanstewart,ext_b13eae50,b13eae50,cv_b13eae50,765-622-0368x49951,(614)347-7324,2001,Cloud Engineering,USA,Norwegian,7a127bf8,3c15454a,2025-02-08,2024-11-18,False,int:No,Norwegian,Professional
Jennifer Malone,int:Jennifer Malone,int:Senior Scrum Master,jennifer.malone@mail.test,jennifermalone,ext_6a312892,6a312892,cv_6a312892,242.513.8820,4709534967,1996,Delivery Management,India,Danish,6a756431,3ff34593,2024-07-24,2024-10-03,False,int:No,English,Professional
Monique Johnson,int:Monique Johnson,int:Head of AWS Engineering,monique.johnson@example.org,moniquejohnson,ext_b0c560b1,b0c560b1,cv_b0c560b1,511-376-7412x4151,528-254-7815x06185,1981,Head of AWS Engineering,USA,Swedish,7dc23500,f0ceab21,2026-02-25,2024-11-13,True,int:Yes,English,Professional
Monique Johnson,int:Monique Johnson,int:Head of AWS Engineering,monique.johnson@example.org,moniquejohnson,ext_b0c560b1,b0c560b1,cv_b0c560b1,511-376-7412x4151,528-254-7815x06185,1981,Head of AWS Engineering,USA,Swedish,c0131ba4,29f11811,2025-07-03,2025-10-19,True,int:Yes,Danish,Native
Casey Welch,int:Casey Welch,int:Consultant Oracle Engineer,casey.welch@example.org,caseywelch,ext_82a69cdf,82a69cdf,cv_82a69cdf,+1-903-629-6334x7272,(531)483-0617,1971,Cloud Engineering,Ireland,British,d258d771,bf672348,2024-12-05,2025-06-13,False,int:Yes,English,Native
Casey Welch,int:Casey Welch,int:Consultant Oracle Engineer,casey.welch@example.org,caseywelch,ext_82a69cdf,82a69cdf,cv_82a69cdf,+1-903-629-6334x7272,(531)483-0617,1971,Cloud Engineering,Ireland,British,b56cb1ea,fe8c27ab,2024-07-09,2025-08-16,False,int:Yes,Polish,Fluent
Casey Welch,int:Casey Welch,int:Consultant Oracle Engineer,casey.welch@example.org,caseywelch,ext_82a69cdf,82a69cdf,cv_82a69cdf,+1-903-629-6334x7272,(531)483-0617,1971,Cloud Engineering,Ireland,British,29fca9c6,14d4db05,2025-06-05,2026-03-21,False,int:No,Norwegian,Native
Samantha Bright,int:Samantha Bright,int:Principal Oracle Engineer,samantha.bright@mail.test,samanthabright,ext_ec155ca8,ec155ca8,cv_ec155ca8,4646969357,647.376.9587,2002,Cloud Engineering,United Kingdom,Polish,6bcae51a,70e69167,2025-07-18,2025-02-17,True,int:No,Norwegian,Native
Samantha Bright,int:Samantha Bright,int:Principal Oracle Engineer,samantha.bright@mail.test,samanthabright,ext_ec155ca8,ec155ca8,cv_ec155ca8,4646969357,647.376.9587,2002,Cloud Engineering,United Kingdom,Polish,f77ca52e,dced402c,2025-09-25,2026-01-25,False,int:No,Swedish,Fluent
Samantha Bright,int:Samantha Bright,int:Principal Oracle Engineer,samantha.bright@mail.test,samanthabright,ext_ec155ca8,ec155ca8,cv_ec155ca8,4646969357,647.376.9587,2002,Cloud Engineering,United Kingdom,Polish,07880817,a1648951,2025-04-29,2025-09-08,True,int:No,English,Intermediate
Julie Hamilton,int:Julie Hamilton,int:Principal DevOps Engineer,julie.hamilton@example.com,juliehamilton,ext_18dceb55,18dceb55,cv_18dceb55,414.967.5361,515-862-7796x30448,1974,Cloud Engineering,United Kingdom,Polish,1826f923,69348dbe,2024-07-25,2025-10-01,True,int:Yes,English,Professional
Julie Hamilton,int:Julie Hamilton,int:Principal DevOps Engineer,julie.hamilton@example.com,juliehamilton,ext_18dceb55,18dceb55,cv_18dceb55,414.967.5361,515-862-7796x30448,1974,Cloud Engineering,United Kingdom,Polish,efe2b074,5ce8a6d8,2024-10-31,2025-10-20,False,int:Yes,Polish,Professional
Julie Hamilton,int:Julie Hamilton,int:Principal DevOps Engineer,julie.hamilton@example.com,juliehamilton,ext_18dceb55,18dceb55,cv_18dceb55,414.967.5361,515-862-7796x30448,1974,Cloud Engineering,United Kingdom,Polish,6537c127,ff73e383,2024-07-06,2025-12-17,False,int:No,Swedish,Fluent
Corey Schultz,int:Corey Schultz,int:Senior MLOps Engineer,corey.schultz@example.com,coreyschultz,ext_5e35588f,5e35588f,cv_5e35588f,8856456676,5474350476,2001,Data Engineering,United Kingdom,Polish,9d954230,6b519fa4,2025-02-01,2026-03-25,False,int:Yes,Norwegian,Professional
Corey Schultz,int:Corey Schultz,int:Senior MLOps Engineer,corey.schultz@example.com,coreyschultz,ext_5e35588f,5e35588f,cv_5e35588f,8856456676,5474350476,2001,Data Engineering,United Kingdom,Polish,62dc42fc,cdfbd204,2025-11-13,2025-08-19,False,int:Yes,Swedish,Intermediate
Monique Wallace,int:Monique Wallace,int:Associate Azure Engineer,monique.wallace@example.org,moniquewallace,ext_bf62e014,bf62e014,cv_bf62e014,+1-231-299-5298,(815)558-1083x5832,1981,Cloud Engineering,Australia,Norwegian,f47e0038,e210d12a,2025-06-02,2025-09-28,False,int:No,Swedish,Fluent
Monique Wallace,int:Monique Wallace,int:Associate Azure Engineer,monique.wallace@example.org,moniquewallace,ext_bf62e014,bf62e014,cv_bf62e014,+1-231-299-5298,(815)558-1083x5832,1981,Cloud Engineering,Australia,Norwegian,212042bc,2ec18e56,2025-04-03,2025-07-22,False,int:No,Norwegian,Professional
Heather Berger,int:Heather Berger,int:Consultant Data Architect,heather.berger@example.com,heatherberger,ext_9e6a4a92,9e6a4a92,cv_9e6a4a92,825-956-3830x0081,3248403304,1991,Architecture,Ireland,Danish,5dbbb109,815b08e6,2025-12-07,2025-12-03,False,int:No,Norwegian,Fluent
Brandon Flynn,int:Brandon Flynn,int:Senior Delivery Manager,brandon.flynn@example.com,brandonflynn,ext_02fcaba6,02fcaba6,cv_02fcaba6,+1-462-341-1186x0089,001-596-339-4568x0447,1999,Delivery Management,Ireland,Swedish,80942f4f,0daf2692,2026-01-30,2024-10-10,True,int:No,English,Native
Brandon Flynn,int:Brandon Flynn,int:Senior Delivery Manager,brandon.flynn@example.com,brandonflynn,ext_02fcaba6,02fcaba6,cv_02fcaba6,+1-462-341-1186x0089,001-596-339-4568x0447,1999,Delivery Management,Ireland,Swedish,473f7bab,11eb8f29,2025-01-16,2025-07-25,False,int:Yes,Danish,Native
Brandon Flynn,int:Brandon Flynn,int:Senior Delivery Manager,brandon.flynn@example.com,brandonflynn,ext_02fcaba6,02fcaba6,cv_02fcaba6,+1-462-341-1186x0089,001-596-339-4568x0447,1999,Delivery Management,Ireland,Swedish,8f597bd3,91c07270,2024-07-05,2024-10-30,False,int:Yes,Norwegian,Professional
Kelly Brooks,int:Kelly Brooks,int:Consultant Full-stack Engineer,kelly.brooks@example.com,kellybrooks,ext_a5a5222e,a5a5222e,cv_a5a5222e,697-564-6136x847,(907)765-8173x9063,1976,Software Engineering,USA,Danish,67e7e8da,7570b436,2025-09-14,2024-09-28,False,int:Yes,Swedish,Professional
Kelly Brooks,int:Kelly Brooks,int:Consultant Full-stack Engineer,kelly.brooks@example.com,kellybrooks,ext_a5a5222e,a5a5222e,cv_a5a5222e,697-564-6136x847,(907)765-8173x9063,1976,Software Engineering,USA,Danish,d7b741b2,1a0b22fe,2024-04-14,2025-03-16,True,int:Yes,Norwegian,Fluent
Kelly Brooks,int:Kelly Brooks,int:Consultant Full-stack Engineer,kelly.brooks@example.com,kellybrooks,ext_a5a5222e,a5a5222e,cv_a5a5222e,697-564-6136x847,(907)765-8173x9063,1976,Software Engineering,USA,Danish,71e4d2e8,21ba80c1,2026-01-23,2024-10-10,False,int:Yes,English,Intermediate
Dustin Schmidt,int:Dustin Schmidt,int:Senior Databricks Engineer,dustin.schmidt@example.com,dustinschmidt,ext_af84fe3c,af84fe3c,cv_af84fe3c,591.345.2118x2379,(669)878-9307,2002,Data Engineering,USA,Danish,66e9f236,dd9aa7d4,2024-04-14,2024-08-28,True,int:No,Danish,Intermediate
Dustin Schmidt,int:Dustin Schmidt,int:Senior Databricks Engineer,dustin.schmidt@example.com,dustinschmidt,ext_af84fe3c,af84fe3c,cv_af84fe3c,591.345.2118x2379,(669)878-9307,2002,Data Engineering,USA,Danish,c9f29e23,d61727f2,2024-09-20,2025-10-04,False,int:Yes,Norwegian,Intermediate
Ashlee Sparks,int:Ashlee Sparks,int:Consultant Analytics Engineer,ashlee.sparks@mail.test,ashleesparks,ext_d05b4d0c,d05b4d0c,cv_d05b4d0c,952-705-9960x4387,+1-235-477-8811x6162,1973,Data Engineering,Slovenia,Swedish,ab30ecfb,9edd9c32,2026-04-02,2025-01-23,True,int:Yes,Danish,Professional
George Miller,int:George Miller,int:Consultant Data Scientist,george.miller@example.org,georgemiller,ext_c042561f,c042561f,cv_c042561f,812.837.1067x28728,7414644859,1983,AI/ML,United Kingdom,Danish,8909c456,6e1de836,2025-03-08,2024-09-18,True,int:No,Norwegian,Intermediate
George Miller,int:George Miller,int:Consultant Data Scientist,george.miller@example.org,georgemiller,ext_c042561f,c042561f,cv_c042561f,812.837.1067x28728,7414644859,1983,AI/ML,United Kingdom,Danish,6e68e947,a7f9f6da,2025-09-01,2024-10-20,True,int:No,Danish,Intermediate
George Miller,int:George Miller,int:Consultant Data Scientist,george.miller@example.org,georgemiller,ext_c042561f,c042561f,cv_c042561f,812.837.1067x28728,7414644859,1983,AI/ML,United Kingdom,Danish,a41f2245,ae655de1,2026-01-26,2025-12-14,False,int:No,Swedish,Fluent
Monica Harvey,int:Monica Harvey,int:Head of Software Engineering IDC,monica.harvey@example.org,monicaharvey,ext_4165b714,4165b714,cv_4165b714,(948)939-5894,452.428.7056,1992,Head of Software Engineering IDC,United Kingdom,Norwegian,65150055,b5f624b3,2024-08-29,2024-10-15,False,int:No,Danish,Professional
Monica Harvey,int:Monica Harvey,int:Head of Software Engineering IDC,monica.harvey@example.org,monicaharvey,ext_4165b714,4165b714,cv_4165b714,(948)939-5894,452.428.7056,1992,Head of Software Engineering IDC,United Kingdom,Norwegian,198cf2a1,ccf9eed5,2025-09-03,2025-08-10,True,int:Yes,Polish,Professional
Monica Harvey,int:Monica Harvey,int:Head of Software Engineering IDC,monica.harvey@example.org,monicaharvey,ext_4165b714,4165b714,cv_4165b714,(948)939-5894,452.428.7056,1992,Head of Software Engineering IDC,United Kingdom,Norwegian,96fd79a4,e0e09773,2024-11-19,2024-05-13,False,int:No,Norwegian,Native
John Durham,int:John Durham,int:Principal Databricks Engineer,john.durham@example.com,johndurham,ext_b41286bc,b41286bc,cv_b41286bc,910.443.3187x5109,858-635-0344,1978,Data Engineering,United Kingdom,Norwegian,d3184a65,f0d5ca54,2024-07-10,2025-08-17,False,int:No,Danish,Fluent
Douglas Murray,int:Douglas Murray,int:Associate Python Developer,douglas.murray@example.org,douglasmurray,ext_d72e69a9,d72e69a9,cv_d72e69a9,(696)448-8319x213,991-528-9659x994,1980,Data Engineering,Ireland,Polish,ff12618b,90e788eb,2024-07-02,2026-01-19,True,int:Yes,English,Professional
Douglas Murray,int:Douglas Murray,int:Associate Python Developer,douglas.murray@example.org,douglasmurray,ext_d72e69a9,d72e69a9,cv_d72e69a9,(696)448-8319x213,991-528-9659x994,1980,Data Engineering,Ireland,Polish,aff3ec98,ebafce95,2026-03-17,2024-11-14,False,int:Yes,Swedish,Fluent
Jonathan Scott,int:Jonathan Scott,int:Principal Solution Architect,jonathan.scott@mail.test,jonathanscott,ext_2c4f262c,2c4f262c,cv_2c4f262c,(903)231-9222,810-828-7675x48138,1982,Architecture,USA,Polish,762737b3,aff37beb,2025-09-29,2026-03-22,False,int:No,Norwegian,Fluent
Jonathan Scott,int:Jonathan Scott,int:Principal Solution Architect,jonathan.scott@mail.test,jonathanscott,ext_2c4f262c,2c4f262c,cv_2c4f262c,(903)231-9222,810-828-7675x48138,1982,Architecture,USA,Polish,f3dca8bb,6a1f8d96,2024-05-17,2024-09-20,True,int:No,Swedish,Professional
Jonathan Scott,int:Jonathan Scott,int:Principal Solution Architect,jonathan.scott@mail.test,jonathanscott,ext_2c4f262c,2c4f262c,cv_2c4f262c,(903)231-9222,810-828-7675x48138,1982,Architecture,USA,Polish,e53b632b,17ce4462,2025-02-02,2024-07-31,False,int:No,English,Intermediate
Albert Ballard,int:Albert Ballard,int:Senior Data Engineer,albert.ballard@mail.test,albertballard,ext_c747b09e,c747b09e,cv_c747b09e,001-867-954-8581x93242,541.886.5205x7563,2002,Data Engineering,India,Norwegian,dd882ab4,fa12ad79,2024-08-30,2024-10-11,True,int:No,Swedish,Intermediate
Rachel Byrd,int:Rachel Byrd,int:Head of Software Engineering EU,rachel.byrd@example.com,rachelbyrd,ext_4b9eed9b,4b9eed9b,cv_4b9eed9b,(320)737-5830x945,280-294-0476x044,1984,Head of Software Engineering EU,United Kingdom,Danish,04d9f720,bc222960,2025-09-15,2024-11-01,True,int:Yes,Polish,Intermediate
Rachel Byrd,int:Rachel Byrd,int:Head of Software Engineering EU,rachel.byrd@example.com,rachelbyrd,ext_4b9eed9b,4b9eed9b,cv_4b9eed9b,(320)737-5830x945,280-294-0476x044,1984,Head of Software Engineering EU,United Kingdom,Danish,3c1e938a,d490cb4c,2025-03-23,2024-11-17,False,int:Yes,Danish,Professional
Rachel Byrd,int:Rachel Byrd,int:Head of Software Engineering EU,rachel.byrd@example.com,rachelbyrd,ext_4b9eed9b,4b9eed9b,cv_4b9eed9b,(320)737-5830x945,280-294-0476x044,1984,Head of Software Engineering EU,United Kingdom,Danish,a1280650,4b526bc2,2024-08-07,2025-12-27,True,int:No,Swedish,Native
Eric Alexander,int:Eric Alexander,int:Consultant Python Developer,eric.alexander@example.com,ericalexander,ext_3cfe0c4b,3cfe0c4b,cv_3cfe0c4b,001-479-477-2781x050,(616)510-7051,1985,Data Engineering,United Kingdom,Polish,6c333457,244d5a0f,2024-07-27,2024-05-26,False,int:Yes,Swedish,Intermediate
Michael Matthews,int:Michael Matthews,int:Senior MLOps Engineer,michael.matthews@example.com,michaelmatthews,ext_e3803375,e3803375,cv_e3803375,+1-390-555-2958x0660,001-282-641-2704x93862,1969,Data Engineering,Ireland,Norwegian,91cc113a,962426b5,2024-11-21,2025-07-04,True,int:Yes,English,Fluent
Michael Matthews,int:Michael Matthews,int:Senior MLOps Engineer,michael.matthews@example.com,michaelmatthews,ext_e3803375,e3803375,cv_e3803375,+1-390-555-2958x0660,001-282-641-2704x93862,1969,Data Engineering,Ireland,Norwegian,e29e0794,b5fb20c2,2026-03-10,2024-05-04,True,int:No,Polish,Fluent
Danielle Coleman,int:Danielle Coleman,int:Associate Frontend Engineer,danielle.coleman@example.org,daniellecoleman,ext_347d1df4,347d1df4,cv_347d1df4,385-415-7919x711,001-612-559-0203x5713,1972,Software Engineering,Slovenia,Danish,b265c3e9,35997669,2025-01-22,2024-06-08,False,int:Yes,English,Intermediate
John Bruce,int:John Bruce,int:Principal AI Engineer,john.bruce@example.org,johnbruce,ext_40aa8121,40aa8121,cv_40aa8121,001-524-606-4242x9563,724.747.4175,1991,AI/ML,Slovenia,Swedish,6f9b8622,d2a0fd8a,2025-12-29,2025-11-19,False,int:Yes,Danish,Fluent
John Bruce,int:John Bruce,int:Principal AI Engineer,john.bruce@example.org,johnbruce,ext_40aa8121,40aa8121,cv_40aa8121,001-524-606-4242x9563,724.747.4175,1991,AI/ML,Slovenia,Swedish,1be3dcec,41056cb1,2025-11-29,2025-06-21,False,int:No,English,Professional
John Bruce,int:John Bruce,int:Principal AI Engineer,john.bruce@example.org,johnbruce,ext_40aa8121,40aa8121,cv_40aa8121,001-524-606-4242x9563,724.747.4175,1991,AI/ML,Slovenia,Swedish,761604fd,6d8614d4,2025-09-30,2024-04-23,False,int:Yes,Polish,Fluent
James Cruz,int:James Cruz,int:Consultant Analytics Engineer,james.cruz@example.org,jamescruz,ext_1f198d2e,1f198d2e,cv_1f198d2e,001-587-720-9628x93654,001-388-441-8343x740,1982,Data Engineering,Spain,Swedish,3b8f0552,84ec608b,2025-10-14,2026-01-21,False,int:Yes,Norwegian,Native
Timothy Young,int:Timothy Young,int:Consultant Frontend Engineer,timothy.young@example.com,timothyyoung,ext_f93786a8,f93786a8,cv_f93786a8,227.495.5969x0515,(975)851-2542x78207,1980,Software Engineering,Ireland,Polish,443f6a42,8f4cc492,2024-09-14,2026-03-26,False,int:No,Swedish,Native
